23972 , 232  
68404 , 232  
112543 , 233  
156673 , 233  
200787 , 233  
244901 , 233  
289016 , 233  
333123 , 232  
377312 , 232  
421423 , 233  
465554 , 233  
509659 , 232  
553767 , 232  
597855 , 232  
641952 , 233  
686058 , 233  
730166 , 232  
774270 , 232  
818370 , 232  
862480 , 232  
906581 , 233  
950700 , 233  
994767 , 232  
1038856 , 233  
1082944 , 232  
1127051 , 232  
1171199 , 233  
1215298 , 233  
1259377 , 233  
1303477 , 233  
1347547 , 232  
1391612 , 233  
1435680 , 233  
1479825 , 232  
1523944 , 232  
1568008 , 232  
1612086 , 232  
1656149 , 232  
1700224 , 232  
1744323 , 231  
1788381 , 232  
1832448 , 232  
1876567 , 231  
1920670 , 232  
1964770 , 231  
2008877 , 232  
2053012 , 232  
2097155 , 231  
2141267 , 232  
2185397 , 232  
2229518 , 231  
2273638 , 231  
2317733 , 231  
2361861 , 232  
2406019 , 232  
2450116 , 231  
2494230 , 232  
2538326 , 232  
2582446 , 232  
2626561 , 231  
2670727 , 231  
2714892 , 232  
2759034 , 232  
2803121 , 231  
2847340 , 231  
2891454 , 232  
2935572 , 232  
2979671 , 231  
3023825 , 231  
3067927 , 231  
3112311 , 230  
3156715 , 231  
3201072 , 232  
3245421 , 231  
3289769 , 232  
3334223 , 232  
3378566 , 232  
3422917 , 232  
3467302 , 231  
3511620 , 231  
3555991 , 231  
3600336 , 231  
3644723 , 231  
3689137 , 231  
3733563 , 231  
3777879 , 231  
3822208 , 231  
3866588 , 232  
3910914 , 231  
3955241 , 231  
3999573 , 232  
4044026 , 232  
4088399 , 231  
4132844 , 231  
4177631 , 231  
4222037 , 231  
4266405 , 231  
4310842 , 231  
4355290 , 231  
4399609 , 231  
4443959 , 232  
4488287 , 232  
4532633 , 231  
4577001 , 231  
4621337 , 231  
4665700 , 231  
4710047 , 232  
4754378 , 232  
4798722 , 231  
4843053 , 231  
4887675 , 231  
4932022 , 232  
4976335 , 232  
5020836 , 231  
5065228 , 231  
5109575 , 231  
5154010 , 232  
5198372 , 232  
5242758 , 232  
5287173 , 231  
5331497 , 232  
5375819 , 232  
5420181 , 231  
5464512 , 232  
5508851 , 232  
5553217 , 231  
5600856 , 231  
5645568 , 232  
5690049 , 232  
5734536 , 232  
5778929 , 232  
5823274 , 232  
5867633 , 231  
5911977 , 232  
5956327 , 232  
6000656 , 231  
6045418 , 232  
6089797 , 231  
6134251 , 232  
6178657 , 232  
6223021 , 231  
6267448 , 232  
6311787 , 231  
6356151 , 232  
6400517 , 232  
6444885 , 230  
6489210 , 232  
6533559 , 232  
6577906 , 232  
6622239 , 231  
6666588 , 232  
6710917 , 232  
6755259 , 232  
6799592 , 231  
6844011 , 232  
6888333 , 232  
6932666 , 232  
6977007 , 232  
7021445 , 231  
7065925 , 232  
7110283 , 232  
7154956 , 232  
7199402 , 232  
7243809 , 232  
7288172 , 231  
7332519 , 232  
7376860 , 232  
7421253 , 231  
7465580 , 231  
7509906 , 231  
7554288 , 231  
7598664 , 232  
7643024 , 231  
7687389 , 231  
7731738 , 231  
7776075 , 232  
7820382 , 231  
7864729 , 231  
7909069 , 232  
7953458 , 231  
7997839 , 231  
8042295 , 232  
8086666 , 232  
8131022 , 231  
8175363 , 231  
8219756 , 232  
8264094 , 232  
8308422 , 232  
8352756 , 232  
8397135 , 231  
8441461 , 232  
8485776 , 232  
8530110 , 231  
8574471 , 231  
8618798 , 232  
8663431 , 232  
8707856 , 231  
8752247 , 232  
8796623 , 232  
8841000 , 231  
8885367 , 231  
8929715 , 232  
8974543 , 231  
9018978 , 231  
9063366 , 232  
9107736 , 232  
9152097 , 232  
9196482 , 232  
9240811 , 232  
9285178 , 232  
9329518 , 231  
9373862 , 232  
9418219 , 232  
9462538 , 231  
9506864 , 231  
9551240 , 232  
9595601 , 232  
9639933 , 232  
9684282 , 231  
9728606 , 232  
9772947 , 231  
9817378 , 232  
9861717 , 232  
9906039 , 232  
9950371 , 232  
9994694 , 232  
10039118 , 232  
10083484 , 232  
10129633 , 232  
10174309 , 231  
10218741 , 232  
10263219 , 232  
10307600 , 232  
10351933 , 231  
10396274 , 231  
10440663 , 232  
10485036 , 232  
10529401 , 231  
10573782 , 232  
10618103 , 232  
10662429 , 231  
10706857 , 232  
10751275 , 232  
10795760 , 232  
10840110 , 232  
10884445 , 232  
10928766 , 233  
10973076 , 232  
11017558 , 232  
11061983 , 231  
11106355 , 232  
11150736 , 232  
11195107 , 232  
11239447 , 232  
11283802 , 233  
11328125 , 232  
11372669 , 232  
11417061 , 232  
11461418 , 232  
11505737 , 232  
11550101 , 232  
11594493 , 232  
11638831 , 232  
11683512 , 232  
11727969 , 232  
11772339 , 232  
11816794 , 231  
11861131 , 232  
11905493 , 231  
11949837 , 232  
11994149 , 231  
12038607 , 232  
12082965 , 232  
12127609 , 232  
12171982 , 232  
12216385 , 232  
12260763 , 231  
12305457 , 232  
12349925 , 232  
12394321 , 232  
12438665 , 232  
12483010 , 232  
12527464 , 232  
12571820 , 232  
12616160 , 232  
12660484 , 232  
12704825 , 233  
12749147 , 230  
12793471 , 231  
12837836 , 231  
12882196 , 230  
12926531 , 230  
12970863 , 231  
13015225 , 230  
13059674 , 230  
13104166 , 231  
13148788 , 231  
13193441 , 231  
13237906 , 232  
13282273 , 232  
13326629 , 232  
13370971 , 231  
13415329 , 232  
13459671 , 231  
13504006 , 232  
13548369 , 231  
13592700 , 231  
13637034 , 232  
13681399 , 231  
13725874 , 232  
13770213 , 232  
13814532 , 231  
13858892 , 232  
13903226 , 232  
13947556 , 231  
13991866 , 231  
14036353 , 232  
14080719 , 231  
14125073 , 231  
14169459 , 232  
14213915 , 231  
14258256 , 232  
14302601 , 232  
14346974 , 231  
14391307 , 232  
14435668 , 231  
14480032 , 232  
14524395 , 233  
14568724 , 231  
14614698 , 231  
14659356 , 232  
14703886 , 232  
14748351 , 232  
14792700 , 232  
14837071 , 233  
14881421 , 231  
14925793 , 231  
14970118 , 232  
15014461 , 231  
15058929 , 231  
15103323 , 232  
15147712 , 232  
15192071 , 231  
15236416 , 231  
15280841 , 231  
15325276 , 231  
15369611 , 231  
15413966 , 232  
15458308 , 232  
15502700 , 232  
15547093 , 231  
15591403 , 231  
15635751 , 232  
15680067 , 232  
15724429 , 232  
15768771 , 231  
15813090 , 231  
15857614 , 232  
15901947 , 231  
15946290 , 230  
15990604 , 232  
16035052 , 231  
16079466 , 232  
16123839 , 232  
16168487 , 232  
16212942 , 232  
16257393 , 231  
16301734 , 232  
16346079 , 231  
16390463 , 231  
16434806 , 231  
16479119 , 231  
16523472 , 232  
16567797 , 232  
16612126 , 231  
16656465 , 232  
16700798 , 232  
16745205 , 231  
16789564 , 232  
16833927 , 232  
16878297 , 231  
16922638 , 232  
16966986 , 231  
17011320 , 232  
17055871 , 231  
17100229 , 231  
17144585 , 232  
17188943 , 232  
17233327 , 232  
17277697 , 232  
17322028 , 232  
17366461 , 232  
17410825 , 232  
17455255 , 232  
17499593 , 232  
17543960 , 231  
17588351 , 231  
17632754 , 232  
17677472 , 232  
17721896 , 232  
17766307 , 231  
17810640 , 233  
17854997 , 231  
17899337 , 232  
17943754 , 231  
17988093 , 232  
18032553 , 232  
18077013 , 232  
18121382 , 232  
18165746 , 232  
18210158 , 231  
18254547 , 231  
18298894 , 232  
18343234 , 232  
18387608 , 231  
18431965 , 231  
18476317 , 231  
18520666 , 232  
18565008 , 232  
18609320 , 231  
18653673 , 232  
18697998 , 232  
18742340 , 231  
18786652 , 232  
18830966 , 232  
18875309 , 232  
18919651 , 232  
18964038 , 232  
19008354 , 231  
19052804 , 232  
19097233 , 232  
19141595 , 232  
19186243 , 232  
19230691 , 231  
19275080 , 231  
19319414 , 232  
19363776 , 232  
19408153 , 232  
19452488 , 231  
19496896 , 232  
19541274 , 232  
19585742 , 232  
19630082 , 232  
19674447 , 232  
19718858 , 232  
19763477 , 232  
19807869 , 232  
19852238 , 231  
19896586 , 231  
19940925 , 232  
19985248 , 232  
20029636 , 232  
20074200 , 232  
20118569 , 231  
20162936 , 231  
20207393 , 231  
20251738 , 232  
20296063 , 232  
20340420 , 232  
20384777 , 232  
20429121 , 232  
20473480 , 231  
20517827 , 232  
20562164 , 231  
20606479 , 232  
20650852 , 231  
20695582 , 231  
20739983 , 232  
20784352 , 231  
20828687 , 232  
20873059 , 231  
20917518 , 232  
20961850 , 231  
21006186 , 232  
21050679 , 232  
21095091 , 232  
21139436 , 232  
21183819 , 231  
21228166 , 232  
21272522 , 232  
21316870 , 232  
21361195 , 232  
21405540 , 232  
21449898 , 232  
21494337 , 232  
21538678 , 231  
21583052 , 231  
21627468 , 231  
21671812 , 231  
21716164 , 232  
21760472 , 232  
21804807 , 232  
21849140 , 232  
21893486 , 232  
21937810 , 231  
21982118 , 232  
22026503 , 232  
22071135 , 231  
22115891 , 231  
22160505 , 231  
22205192 , 231  
22249642 , 231  
22294019 , 231  
22338369 , 231  
22382737 , 231  
22427150 , 233  
22471499 , 231  
22515865 , 232  
22560217 , 232  
22604571 , 233  
22648914 , 233  
22693273 , 232  
22737598 , 232  
22781949 , 232  
22826279 , 233  
22870618 , 233  
22914967 , 233  
22959569 , 233  
23003906 , 233  
23048368 , 232  
23092740 , 233  
23137065 , 233  
23181487 , 233  
23225907 , 233  
23270236 , 233  
23314581 , 233  
23358932 , 233  
23403286 , 232  
23447619 , 232  
23491958 , 233  
23536322 , 233  
23580650 , 232  
23625835 , 232  
23670534 , 233  
23714977 , 233  
23759370 , 232  
23803740 , 232  
23848085 , 233  
23892440 , 232  
23936799 , 233  
23981135 , 232  
24025511 , 232  
24069969 , 233  
24114393 , 232  
24158733 , 232  
24203150 , 232  
24247597 , 233  
24291941 , 233  
24336286 , 233  
24380618 , 233  
24424966 , 233  
24469294 , 232  
24513650 , 232  
24557994 , 233  
24602305 , 233  
24646628 , 232  
24690967 , 233  
24735369 , 233  
24779770 , 232  
24824194 , 233  
24868564 , 232  
24912893 , 233  
24957295 , 232  
25001604 , 232  
25046039 , 232  
25090401 , 232  
25134826 , 233  
25179508 , 233  
25224018 , 233  
25268359 , 233  
25312715 , 232  
25357107 , 232  
25401453 , 233  
25445784 , 232  
25490137 , 233  
25534510 , 233  
25578869 , 232  
25623211 , 232  
25667539 , 234  
25711899 , 232  
25756330 , 233  
25800687 , 232  
25845040 , 233  
25889388 , 234  
25933757 , 232  
25978070 , 231  
